1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y
9.3,27,72760.395,3560.376,9743.401,644.74,644.74,1076.634,288,777.162,4.534,0.998,22.938,1.051,89.734,1.776,0.982,0.978
1.138,3,5550.666,1370.318,6639.492,8.711,8.711,610.441,288,568.788,1.285,0.998,7.002,1.019,8.681,0.261,0.982,0.979
2.088,6,3668.017,1386.087,6774.027,29.908,29.908,520.435,288,561.542,1.233,0.998,6.675,1.02,0,0.148,0.982,0.979
3.144,9,8375.694,1386.738,7049.748,60.317,60.317,588.066,288,580.015,1.392,0.998,7.559,1.02,12.41,0.246,0.982,0.979
4.161,12,14719.498,1547.449,7728.013,113.752,113.752,643.103,288,606.207,1.663,0.998,9.001,1.023,17.351,0.343,0.982,0.979
5.14,15,21626.872,1924.312,8467.854,175.253,175.253,710.537,288,636.959,2.087,0.998,11.199,1.026,25.381,0.502,0.982,0.979
6.175,18,29761.419,2306.806,8797.351,246.02,246.02,779.005,288,667.65,2.512,0.998,13.357,1.03,34.624,0.685,0.982,0.979
7.148,21,39001.77,2678.037,9118.798,332.386,332.386,828.999,288,689.28,2.983,0.998,15.716,1.036,44.413,0.879,0.982,0.979
8.206,24,50991.868,3087.386,9301.124,438.085,438.085,926.489,288,730.966,3.596,0.998,18.657,1.042,60.797,1.204,0.982,0.979
9.3,27,72761.89,3560.378,9744.32,644.762,644.762,1075.747,288,777.004,4.533,0.998,22.91,1.051,89.627,1.774,0.982,0.979
1.138,3,5273.378,1349.807,6628.179,7.531,7.531,608.769,288,567.25,1.271,0.998,6.929,1.019,19.051,0.266,0.982,0.98
2.088,6,3891.331,1388.693,6778.243,30.411,30.411,525.939,288,562.382,1.241,0.998,6.713,1.02,0,0.155,0.982,0.98
3.144,9,8375.837,1386.739,7052.276,60.307,60.307,587.261,288,579.87,1.392,0.998,7.552,1.02,12.376,0.245,0.982,0.98
4.161,12,14719.526,1547.45,7729.96,113.742,113.742,642.222,288,606.046,1.663,0.998,8.992,1.023,17.309,0.343,0.982,0.98
5.14,15,21627,1924.314,8468.747,175.248,175.248,709.564,288,636.777,2.087,0.998,11.188,1.026,25.324,0.501,0.982,0.98
6.175,18,29761.49,2306.792,8798.362,245.976,245.976,777.891,288,667.424,2.511,0.998,13.343,1.03,34.551,0.684,0.982,0.98
7.148,21,39001.236,2678.04,9119.304,332.293,332.293,827.967,288,689.107,2.982,0.998,15.699,1.036,44.331,0.878,0.982,0.98
8.206,24,50992.454,3087.41,9301.562,438.069,438.069,925.42,288,730.797,3.595,0.998,18.636,1.042,60.699,1.202,0.982,0.98
9.3,27,72762.137,3560.385,9745.216,645.049,645.049,1074.856,288,776.845,4.531,0.998,22.883,1.051,89.52,1.772,0.982,0.98
1.138,3,4556.928,1338.854,6622.684,6.911,6.911,591.404,288,564.192,1.247,0.998,6.788,1.019,23.342,0.248,0.982,0.981
2.088,6,3819.416,1387.911,6780.16,30.254,30.254,523.263,288,562.014,1.239,0.998,6.697,1.02,0,0.152,0.982,0.981
3.144,9,8375.862,1386.739,7054.798,60.319,60.319,586.458,288,579.724,1.392,0.998,7.545,1.02,12.342,0.244,0.982,0.981
4.161,12,14719.576,1547.451,7731.911,113.747,113.747,641.343,288,605.885,1.663,0.998,8.983,1.023,17.266,0.342,0.982,0.981
5.14,15,21627.369,1924.314,8469.647,175.267,175.267,708.595,288,636.596,2.087,0.998,11.176,1.026,25.268,0.5,0.982,0.981
6.175,18,29761.513,2306.782,8799.373,246.017,246.017,776.781,288,667.199,2.511,0.998,13.329,1.03,34.478,0.683,0.982,0.981
7.148,21,39000.643,2678.044,9119.809,332.283,332.283,826.936,288,688.935,2.981,0.998,15.681,1.036,44.249,0.876,0.982,0.981
8.206,24,50992.898,3087.433,9301.996,438.076,438.076,924.353,288,730.628,3.595,0.998,18.615,1.042,60.6,1.2,0.982,0.981
9.3,27,72763.767,3560.383,9746.125,644.724,644.724,1073.975,288,776.689,4.53,0.998,22.856,1.051,89.414,1.77,0.982,0.981
1.138,3,3844.937,1333.171,6620.534,6.591,6.591,572.109,288,561.017,1.223,0.998,6.646,1.019,24.704,0.227,0.982,0.982
2.088,6,3893.409,1388.584,6783.047,30.385,30.385,524.639,288,562.164,1.241,0.998,6.703,1.02,0,0.154,0.982,0.982
3.144,9,8375.985,1386.74,7057.327,60.313,60.313,585.656,288,579.579,1.392,0.998,7.537,1.02,12.309,0.244,0.982,0.982
4.161,12,14719.716,1547.451,7733.871,113.738,113.738,640.467,288,605.724,1.663,0.998,8.974,1.023,17.224,0.341,0.982,0.982
5.14,15,21627.557,1924.315,8470.543,175.225,175.225,707.627,288,636.415,2.087,0.998,11.165,1.026,25.212,0.499,0.982,0.982
6.175,18,29761.539,2306.774,8800.385,245.933,245.933,775.674,288,666.975,2.511,0.998,13.315,1.03,34.405,0.681,0.982,0.982
7.148,21,39000.039,2678.048,9120.314,332.406,332.406,825.909,288,688.763,2.981,0.998,15.664,1.036,44.167,0.874,0.982,0.982
8.206,24,50993.239,3087.452,9302.428,437.968,437.968,923.29,288,730.46,3.594,0.998,18.594,1.042,60.502,1.198,0.982,0.982
9.3,27,72764.648,3560.384,9747.019,645.085,645.085,1073.092,288,776.533,4.529,0.998,22.828,1.051,89.307,1.768,0.982,0.982
1.138,3,2644.775,1330.725,6619.826,6.442,6.442,536.44,288,555.614,1.183,0.998,6.41,1.019,24.663,0.185,0.982,0.983
2.088,6,4115.088,1390.668,6786.9,30.786,30.786,529.94,288,563.013,1.249,0.998,6.741,1.02,0,0.16,0.982,0.983
3.144,9,8376.116,1386.74,7059.857,60.323,60.323,584.857,288,579.434,1.391,0.998,7.53,1.02,12.275,0.243,0.982,0.983
4.161,12,14719.821,1547.452,7735.829,113.746,113.746,639.594,288,605.564,1.662,0.998,8.965,1.023,17.181,0.34,0.982,0.983
5.14,15,21627.706,1924.318,8471.438,175.252,175.252,706.661,288,636.235,2.086,0.998,11.154,1.026,25.156,0.498,0.982,0.983
6.175,18,29761.573,2306.769,8801.398,245.994,245.994,774.57,288,666.751,2.51,0.998,13.301,1.03,34.332,0.68,0.982,0.983
7.148,21,38999.447,2678.052,9120.818,332.306,332.306,824.884,288,688.591,2.98,0.998,15.647,1.036,44.086,0.873,0.982,0.983
8.206,24,50993.519,3087.467,9302.857,438.017,438.017,922.23,288,730.293,3.593,0.998,18.574,1.042,60.403,1.196,0.982,0.983
9.3,27,72765.214,3560.388,9747.904,644.737,644.737,1072.211,288,776.377,4.528,0.998,22.801,1.051,89.201,1.766,0.982,0.983
1.138,3,1679.828,1334.804,6623.487,6.655,6.655,503.306,288,550.861,1.149,0.998,6.212,1.019,20.402,0.144,0.982,0.984
2.088,6,4296.961,1392.168,6790.318,31.076,31.076,534.415,288,563.713,1.255,0.998,6.773,1.02,0,0.166,0.982,0.984
3.144,9,8376.176,1386.741,7062.383,60.319,60.319,584.059,288,579.289,1.391,0.998,7.523,1.02,12.242,0.242,0.982,0.984
4.161,12,14719.846,1547.452,7737.783,113.756,113.756,638.721,288,605.403,1.662,0.998,8.956,1.023,17.139,0.339,0.982,0.984
5.14,15,21627.898,1924.319,8472.334,175.226,175.226,705.699,288,636.055,2.086,0.998,11.142,1.026,25.1,0.497,0.982,0.984
6.175,18,29761.644,2306.764,8802.413,246.001,246.001,773.47,288,666.528,2.51,0.998,13.288,1.03,34.259,0.678,0.982,0.984
7.148,21,38998.956,2678.054,9121.323,332.264,332.264,823.863,288,688.421,2.98,0.998,15.63,1.036,44.005,0.871,0.982,0.984
8.206,24,50993.71,3087.479,9303.285,438.014,438.014,921.172,288,730.126,3.592,0.998,18.553,1.042,60.305,1.194,0.982,0.984
9.3,27,72765.502,3560.399,9748.782,645.065,645.065,1071.331,288,776.223,4.527,0.998,22.774,1.051,89.095,1.764,0.982,0.984
1.138,3,984.725,1351.691,6635.794,7.584,7.584,470.469,288,547.006,1.125,0.998,6.056,1.019,9.104,0.098,0.982,0.985
2.088,6,4565.265,1393.539,6793.625,31.355,31.355,540.993,288,564.624,1.265,0.998,6.814,1.02,0,0.174,0.982,0.985
3.144,9,8376.328,1386.742,7064.917,60.324,60.324,583.263,288,579.144,1.391,0.998,7.515,1.02,12.208,0.242,0.982,0.985
4.161,12,14719.898,1547.453,7739.742,113.757,113.757,637.852,288,605.243,1.662,0.998,8.947,1.023,17.097,0.338,0.982,0.985
5.14,15,21627.949,1924.321,8473.227,175.268,175.268,704.737,288,635.875,2.086,0.998,11.131,1.026,25.045,0.496,0.982,0.985
6.175,18,29761.738,2306.765,8803.431,245.987,245.987,772.373,288,666.306,2.51,0.998,13.274,1.03,34.187,0.677,0.982,0.985
7.148,21,38998.482,2678.054,9121.827,332.339,332.339,822.844,288,688.25,2.979,0.998,15.613,1.036,43.924,0.87,0.982,0.985
8.206,24,50993.867,3087.488,9303.71,438.055,438.055,920.118,288,729.96,3.592,0.998,18.532,1.042,60.207,1.192,0.982,0.985
9.3,27,72766.622,3560.397,9749.664,644.815,644.815,1070.458,288,776.07,4.526,0.998,22.747,1.051,88.989,1.762,0.982,0.985
1.138,3,1122.486,1368.286,6649.178,8.517,8.517,469.408,288,547.703,1.132,0.998,6.085,1.019,2.239,0.093,0.982,0.986
2.088,6,4803.373,1394.318,6796.586,31.509,31.509,546.733,288,565.414,1.272,0.998,6.85,1.02,0,0.182,0.982,0.986
3.144,9,8376.384,1386.742,7067.444,60.322,60.322,582.468,288,578.999,1.391,0.998,7.508,1.02,12.175,0.241,0.982,0.986
4.161,12,14719.974,1547.454,7741.704,113.745,113.745,636.984,288,605.084,1.662,0.998,8.938,1.023,17.054,0.338,0.982,0.986
5.14,15,21628.237,1924.322,8474.127,175.256,175.256,703.78,288,635.696,2.086,0.998,11.119,1.026,24.989,0.495,0.982,0.986
6.175,18,29761.921,2306.771,8804.453,245.924,245.924,771.279,288,666.084,2.509,0.998,13.26,1.03,34.114,0.675,0.982,0.986
7.148,21,38997.914,2678.058,9122.331,332.375,332.375,821.828,288,688.08,2.978,0.998,15.596,1.036,43.843,0.868,0.982,0.986
8.206,24,50994.01,3087.49,9304.134,437.994,437.994,919.067,288,729.794,3.591,0.998,18.512,1.042,60.11,1.19,0.982,0.986
9.3,27,72767.535,3560.398,9750.539,644.837,644.837,1069.586,288,775.918,4.524,0.998,22.72,1.051,88.884,1.759,0.982,0.986
1.138,3,1407.973,1383.303,6661.76,9.383,9.383,475.793,288,549.268,1.145,0.998,6.149,1.019,1.115,0.099,0.982,0.987
2.088,6,4986.075,1394.721,6799.274,31.583,31.583,551.122,288,566.12,1.278,0.998,6.883,1.02,0,0.187,0.982,0.987
3.144,9,8376.482,1386.742,7069.974,60.328,60.328,581.674,288,578.854,1.391,0.998,7.501,1.02,12.141,0.24,0.982,0.987
4.161,12,14720.123,1547.454,7743.673,113.748,113.748,636.119,288,604.925,1.662,0.998,8.929,1.023,17.012,0.337,0.982,0.987
5.14,15,21628.514,1924.323,8475.026,175.263,175.263,702.825,288,635.517,2.085,0.998,11.108,1.026,24.934,0.494,0.982,0.987
6.175,18,29762.184,2306.784,8805.479,245.924,245.924,770.189,288,665.864,2.509,0.998,13.247,1.03,34.042,0.674,0.982,0.987
7.148,21,38997.418,2678.061,9122.835,332.257,332.257,820.814,288,687.911,2.978,0.998,15.579,1.036,43.762,0.866,0.982,0.987
8.206,24,50994.016,3087.491,9304.555,438.013,438.013,918.018,288,729.629,3.59,0.998,18.491,1.042,60.012,1.188,0.982,0.987
9.3,27,72769.019,3560.392,9751.415,644.799,644.799,1068.719,288,775.767,4.523,0.998,22.693,1.051,88.779,1.757,0.982,0.987
1.138,3,2343.737,1404.228,6679.05,10.632,10.632,502.074,288,554.242,1.184,0.998,6.355,1.019,0,0.129,0.982,0.988
2.088,6,4810.403,1394.206,6801.414,31.489,31.489,545.538,288,565.216,1.272,0.998,6.842,1.02,0,0.181,0.982,0.988
3.144,9,8376.594,1386.743,7072.507,60.329,60.329,580.883,288,578.71,1.391,0.998,7.494,1.02,12.108,0.24,0.982,0.988
4.161,12,14720.266,1547.455,7745.644,113.736,113.736,635.256,288,604.766,1.661,0.998,8.92,1.023,16.97,0.336,0.982,0.988
5.14,15,21628.452,1924.326,8475.917,175.231,175.231,701.871,288,635.338,2.085,0.998,11.097,1.026,24.878,0.492,0.982,0.988
6.175,18,29762.589,2306.803,8806.512,245.965,245.965,769.103,288,665.645,2.509,0.998,13.233,1.03,33.971,0.673,0.982,0.988
7.148,21,38996.938,2678.063,9123.338,332.261,332.261,819.804,288,687.742,2.977,0.998,15.562,1.036,43.681,0.865,0.982,0.988
8.206,24,50993.896,3087.493,9304.973,438.003,438.003,916.973,288,729.465,3.589,0.998,18.471,1.042,59.915,1.186,0.982,0.988
9.3,27,72769.273,3560.401,9752.273,645.096,645.096,1067.85,288,775.616,4.522,0.998,22.666,1.051,88.674,1.755,0.982,0.988
1.138,3,4008.62,1412.165,6688.173,11.132,11.132,550.747,288,561.998,1.244,0.998,6.692,1.019,0,0.186,0.982,0.989
2.088,6,5075.401,1394.74,6804.178,31.595,31.595,551.989,288,566.282,1.281,0.998,6.891,1.02,0,0.189,0.982,0.989
3.144,9,8376.743,1386.744,7075.042,60.319,60.319,580.094,288,578.565,1.391,0.998,7.486,1.02,12.075,0.239,0.982,0.989
4.161,12,14720.251,1547.456,7747.604,113.742,113.742,634.395,288,604.607,1.661,0.998,8.911,1.023,16.928,0.335,0.982,0.989
5.14,15,21628.732,1924.327,8476.817,175.282,175.282,700.921,288,635.16,2.085,0.998,11.086,1.026,24.823,0.491,0.982,0.989
6.175,18,29763.214,2306.826,8807.553,245.932,245.932,768.021,288,665.426,2.508,0.998,13.22,1.03,33.899,0.671,0.982,0.989
7.148,21,38996.361,2678.066,9123.841,332.242,332.242,818.795,288,687.573,2.977,0.998,15.545,1.036,43.601,0.863,0.982,0.989
8.206,24,50993.837,3087.492,9305.392,438.097,438.097,915.931,288,729.301,3.588,0.998,18.45,1.042,59.817,1.184,0.982,0.989
9.3,27,72769.573,3560.403,9753.124,644.888,644.888,1066.982,288,775.466,4.521,0.998,22.639,1.051,88.569,1.753,0.982,0.989
1.138,3,6832.335,1376.341,6669.239,9.024,9.024,633.733,288,571.835,1.323,0.998,7.148,1.019,3.579,0.292,0.982,0.99
2.088,6,5375.129,1394.496,6806.482,31.561,31.561,559.429,288,567.261,1.291,0.998,6.936,1.02,0,0.199,0.982,0.99
3.144,9,8376.856,1386.744,7077.576,60.333,60.333,579.306,288,578.421,1.391,0.998,7.479,1.02,12.041,0.238,0.982,0.99
4.161,12,14720.383,1547.456,7749.578,113.758,113.758,633.536,288,604.449,1.661,0.998,8.902,1.023,16.887,0.334,0.982,0.99
5.14,15,21628.933,1924.328,8477.715,175.233,175.233,699.973,288,634.982,2.084,0.998,11.074,1.026,24.768,0.49,0.982,0.99
6.175,18,29764.096,2306.861,8808.605,245.949,245.949,766.943,288,665.21,2.508,0.998,13.207,1.031,33.828,0.67,0.982,0.99
7.148,21,38995.903,2678.067,9124.343,332.349,332.349,817.79,288,687.405,2.976,0.998,15.528,1.036,43.521,0.862,0.982,0.99
8.206,24,50993.781,3087.49,9305.809,437.969,437.969,914.892,288,729.138,3.588,0.998,18.43,1.042,59.72,1.182,0.982,0.99
9.3,27,72771.046,3560.403,9753.989,644.833,644.833,1066.124,288,775.318,4.52,0.998,22.612,1.051,88.465,1.751,0.982,0.99
1.138,3,4656.001,1318.688,6632.745,5.773,5.773,591.836,288,562.69,1.245,0.998,6.721,1.019,30.401,0.257,0.982,0.991
2.088,6,5557.366,1394.041,6808.64,31.474,31.474,563.661,288,567.775,1.296,0.998,6.96,1.02,0,0.205,0.982,0.991
3.144,9,8376.928,1386.745,7080.108,60.333,60.333,578.519,288,578.277,1.391,0.998,7.472,1.02,12.008,0.238,0.982,0.991
4.161,12,14720.48,1547.457,7751.55,113.744,113.744,632.679,288,604.29,1.661,0.998,8.893,1.023,16.845,0.333,0.982,0.991
5.14,15,21628.978,1924.33,8478.61,175.238,175.238,699.026,288,634.804,2.084,0.998,11.063,1.026,24.713,0.489,0.982,0.991
6.175,18,29765.33,2306.906,8809.671,245.943,245.943,765.869,288,664.994,2.508,0.998,13.193,1.031,33.757,0.668,0.982,0.991
7.148,21,38995.416,2678.07,9124.846,332.351,332.351,816.788,288,687.237,2.975,0.998,15.511,1.036,43.441,0.86,0.982,0.991
8.206,24,50993.798,3087.486,9306.226,438.082,438.082,913.857,288,728.975,3.587,0.998,18.409,1.042,59.624,1.18,0.982,0.991
9.3,27,72771.795,3560.407,9754.838,645.018,645.018,1065.264,288,775.17,4.519,0.998,22.585,1.051,88.361,1.749,0.982,0.991
1.138,3,1374.623,1320.684,6632.505,5.852,5.852,493.565,288,548.092,1.136,0.998,6.1,1.019,24.631,0.139,0.982,0.992
2.088,6,5835.128,1392.818,6810.356,31.259,31.259,570.715,288,568.606,1.304,0.998,6.999,1.02,0,0.214,0.982,0.992
3.144,9,8377.059,1386.745,7082.644,60.335,60.335,577.734,288,578.133,1.39,0.998,7.465,1.02,11.975,0.237,0.982,0.992
4.161,12,14720.424,1547.458,7753.512,113.758,113.758,631.824,288,604.132,1.661,0.998,8.884,1.023,16.803,0.333,0.982,0.992
5.14,15,21629.119,1924.332,8479.507,175.265,175.265,698.083,288,634.627,2.084,0.998,11.052,1.027,24.658,0.488,0.982,0.992
6.175,18,29767.075,2306.967,8810.757,245.965,245.965,764.801,288,664.781,2.507,0.998,13.18,1.031,33.687,0.667,0.982,0.992
7.148,21,38994.942,2678.071,9125.348,332.229,332.229,815.788,288,687.07,2.975,0.998,15.495,1.036,43.361,0.859,0.982,0.992
8.206,24,50993.688,3087.487,9306.642,438.057,438.057,912.825,288,728.814,3.586,0.998,18.389,1.042,59.527,1.178,0.982,0.992
9.3,27,72772.648,3560.402,9755.682,644.924,644.924,1064.406,288,775.023,4.517,0.998,22.559,1.051,88.257,1.747,0.982,0.992
1.138,3,520.687,1339.225,6645.753,6.854,6.854,454.531,288,543.195,1.104,0.998,5.907,1.019,12.632,0.086,0.982,0.993
2.088,6,5742.301,1393.1,6812.994,31.304,31.304,567.251,288,568.163,1.301,0.998,6.978,1.02,0,0.21,0.982,0.993
3.144,9,8377.117,1386.746,7085.176,60.336,60.336,576.951,288,577.988,1.39,0.998,7.458,1.02,11.942,0.236,0.982,0.993
4.161,12,14720.584,1547.458,7755.493,113.765,113.765,630.971,288,603.975,1.66,0.998,8.875,1.023,16.761,0.332,0.982,0.993
5.14,15,21629.192,1924.334,8480.403,175.237,175.237,697.141,288,634.45,2.084,0.998,11.041,1.027,24.603,0.487,0.982,0.993
6.175,18,29769.579,2307.054,8811.875,245.993,245.993,763.739,288,664.57,2.507,0.998,13.167,1.031,33.618,0.666,0.982,0.993
7.148,21,38994.445,2678.073,9125.85,332.216,332.216,814.791,288,686.903,2.974,0.998,15.478,1.036,43.282,0.857,0.982,0.993
8.206,24,50993.692,3087.483,9307.057,438.02,438.02,911.796,288,728.653,3.585,0.998,18.368,1.042,59.431,1.177,0.982,0.993
9.3,27,72773.777,3560.403,9756.528,644.775,644.775,1063.554,288,774.878,4.516,0.998,22.532,1.051,88.154,1.745,0.982,0.993
1.138,3,838.553,1367.288,6667.072,8.431,8.431,454.23,288,544.851,1.12,0.998,5.973,1.019,0,0.076,0.982,0.994
2.088,6,6128.527,1391.033,6814.154,30.922,30.922,577.195,288,569.44,1.312,0.998,7.038,1.02,0,0.224,0.982,0.994
3.144,9,8377.208,1386.747,7087.712,60.337,60.337,576.169,288,577.844,1.39,0.998,7.451,1.02,11.909,0.236,0.982,0.994
4.161,12,14720.733,1547.459,7757.476,113.756,113.756,630.121,288,603.818,1.66,0.998,8.866,1.023,16.72,0.331,0.982,0.994
5.14,15,21629.626,1924.335,8481.309,175.271,175.271,696.204,288,634.274,2.083,0.998,11.03,1.027,24.548,0.486,0.982,0.994
6.175,18,29773.204,2307.156,8813.038,246.016,246.016,762.687,288,664.364,2.507,0.998,13.155,1.031,33.549,0.664,0.982,0.994
7.148,21,38993.997,2678.074,9126.351,332.273,332.273,813.796,288,686.737,2.974,0.998,15.461,1.036,43.202,0.855,0.982,0.994
8.206,24,50993.66,3087.481,9307.472,437.991,437.991,910.77,288,728.492,3.584,0.998,18.348,1.042,59.335,1.175,0.982,0.994
9.3,27,72773.366,3560.413,9757.349,644.877,644.877,1062.695,288,774.732,4.515,0.998,22.505,1.051,88.049,1.743,0.982,0.994
1.138,3,1368.565,1386.429,6682.878,9.545,9.545,468.665,288,547.913,1.143,0.998,6.095,1.019,0,0.093,0.982,0.995
2.088,6,6213.809,1390.411,6816.258,30.806,30.806,578.875,288,569.584,1.315,0.998,7.045,1.02,0.088,0.226,0.982,0.995
3.144,9,8377.315,1386.747,7090.248,60.339,60.339,575.389,288,577.701,1.39,0.998,7.443,1.021,11.876,0.235,0.982,0.995
4.161,12,14720.705,1547.459,7759.445,113.765,113.765,629.272,288,603.661,1.66,0.998,8.857,1.023,16.678,0.33,0.982,0.995
5.14,15,21629.73,1924.337,8482.206,175.263,175.263,695.267,288,634.098,2.083,0.998,11.018,1.027,24.493,0.485,0.982,0.995
6.175,18,29779.775,2307.313,8814.31,246.099,246.099,761.65,288,664.166,2.507,0.998,13.143,1.031,33.484,0.663,0.982,0.995
7.148,21,38993.576,2678.075,9126.853,332.229,332.229,812.805,288,686.571,2.973,0.998,15.444,1.036,43.123,0.854,0.982,0.995
8.206,24,50993.575,3087.482,9307.886,437.957,437.957,909.748,288,728.332,3.584,0.998,18.328,1.042,59.24,1.173,0.982,0.995
9.3,27,72774.701,3560.41,9758.187,644.808,644.808,1061.848,288,774.588,4.514,0.998,22.479,1.051,87.947,1.741,0.982,0.995
1.138,3,2204.058,1404.952,6698.576,10.663,10.663,492.561,288,552.456,1.178,0.998,6.282,1.019,0,0.12,0.982,0.996
2.088,6,6393.242,1388.577,6817.651,30.468,30.468,583.478,288,570.052,1.319,0.998,7.067,1.02,1.342,0.234,0.982,0.996
3.144,9,8377.463,1386.748,7092.789,60.341,60.341,574.611,288,577.557,1.39,0.998,7.436,1.021,11.843,0.234,0.982,0.996
4.161,12,14720.847,1547.46,7761.43,113.768,113.768,628.426,288,603.504,1.66,0.998,8.849,1.023,16.637,0.329,0.982,0.996
5.14,15,21629.754,1924.339,8483.101,175.258,175.258,694.333,288,633.922,2.083,0.998,11.007,1.027,24.439,0.484,0.982,0.996
6.175,18,29789.857,2307.486,8815.572,246.187,246.187,760.683,288,663.975,2.507,0.998,13.132,1.031,33.427,0.662,0.982,0.996
7.148,21,38993.072,2678.078,9127.353,332.325,332.325,811.816,288,686.405,2.972,0.998,15.428,1.036,43.044,0.852,0.982,0.996
8.206,24,50993.487,3087.481,9308.299,437.98,437.98,908.728,288,728.173,3.583,0.998,18.307,1.042,59.144,1.171,0.982,0.996
9.3,27,72774.973,3560.411,9759.007,645.074,645.074,1060.998,288,774.444,4.513,0.998,22.452,1.051,87.843,1.739,0.982,0.996
1.138,3,3113.677,1413.84,6707.791,11.213,11.213,518.724,288,556.904,1.213,0.998,6.47,1.019,0,0.151,0.982,0.997
2.088,6,6516.518,1387.171,6819.237,30.214,30.214,586.44,288,570.316,1.323,0.998,7.079,1.02,2.232,0.238,0.982,0.997
3.144,9,8377.524,1386.748,7095.324,60.341,60.341,573.834,288,577.413,1.39,0.998,7.429,1.021,11.81,0.234,0.982,0.997
4.161,12,14720.942,1547.46,7763.413,113.765,113.765,627.582,288,603.348,1.66,0.998,8.84,1.023,16.596,0.329,0.982,0.997
5.14,15,21629.945,1924.341,8484.001,175.255,175.255,693.401,288,633.746,2.082,0.998,10.996,1.027,24.384,0.483,0.982,0.997
6.175,18,29790.194,2307.469,8816.603,246.265,246.265,759.627,288,663.761,2.507,0.998,13.118,1.031,33.357,0.66,0.982,0.997
7.148,21,38992.622,2678.08,9127.854,332.194,332.194,810.829,288,686.24,2.972,0.998,15.411,1.036,42.965,0.851,0.982,0.997
8.206,24,50993.443,3087.48,9308.711,438.073,438.073,907.712,288,728.015,3.582,0.998,18.287,1.042,59.049,1.169,0.982,0.997
9.3,27,72776.229,3560.412,9759.837,645.137,645.137,1060.156,288,774.302,4.511,0.998,22.426,1.051,87.741,1.737,0.982,0.997
1.138,3,4443.573,1412.165,6710.161,11.131,11.131,556.705,288,562.377,1.258,0.998,6.71,1.019,0,0.197,0.982,0.998
2.088,6,6615.663,1385.366,6820.605,29.866,29.866,588.787,288,570.458,1.325,0.998,7.086,1.02,3.561,0.243,0.982,0.998
3.144,9,8377.61,1386.749,7097.861,60.338,60.338,573.059,288,577.27,1.39,0.998,7.422,1.021,11.777,0.233,0.982,0.998
4.161,12,14721.062,1547.461,7765.399,113.76,113.76,626.74,288,603.192,1.659,0.998,8.831,1.023,16.555,0.328,0.982,0.998
5.14,15,21629.972,1924.343,8484.897,175.247,175.247,692.471,288,633.571,2.082,0.998,10.985,1.027,24.33,0.482,0.982,0.998
6.175,18,29790.519,2307.45,8817.634,246.224,246.224,758.573,288,663.548,2.506,0.998,13.105,1.031,33.287,0.659,0.982,0.998
7.148,21,38992.161,2678.083,9128.354,332.291,332.291,809.845,288,686.076,2.971,0.998,15.394,1.036,42.886,0.849,0.982,0.998
8.206,24,50993.406,3087.478,9309.123,437.958,437.958,906.699,288,727.857,3.581,0.998,18.267,1.042,58.954,1.167,0.982,0.998
9.3,27,72777.01,3560.412,9760.655,645.065,645.065,1059.313,288,774.161,4.51,0.998,22.4,1.051,87.639,1.735,0.982,0.998
1.138,3,5914.319,1396.763,6703.663,10.214,10.214,596.731,288,567.732,1.301,0.998,6.954,1.019,0,0.246,0.982,0.999
2.088,6,6789.917,1381.502,6820.686,29.155,29.155,593.755,288,570.838,1.329,0.998,7.104,1.02,5.9,0.251,0.982,0.999
3.144,9,8377.808,1386.749,7100.407,60.345,60.345,572.286,288,577.127,1.39,0.998,7.415,1.021,11.744,0.232,0.982,0.999
4.161,12,14721.116,1547.461,7767.382,113.769,113.769,625.9,288,603.036,1.659,0.998,8.822,1.023,16.513,0.327,0.982,0.999
5.14,15,21630.33,1924.344,8485.802,175.278,175.278,691.546,288,633.397,2.082,0.998,10.974,1.027,24.276,0.481,0.982,0.999
6.175,18,29790.867,2307.434,8818.665,246.193,246.193,757.523,288,663.335,2.506,0.998,13.092,1.031,33.218,0.658,0.982,0.999
7.148,21,38991.771,2678.082,9128.854,332.249,332.249,808.864,288,685.912,2.971,0.998,15.378,1.036,42.808,0.848,0.982,0.999
8.206,24,50993.362,3087.475,9309.533,438.077,438.077,905.69,288,727.701,3.58,0.998,18.247,1.042,58.859,1.165,0.982,0.999
9.3,27,72777.674,3560.409,9761.466,645.093,645.093,1058.471,288,774.02,4.509,0.998,22.373,1.051,87.537,1.733,0.982,0.999
1.138,3,6763.006,1382.569,6697.636,9.375,9.375,620.925,288,570.351,1.322,0.998,7.078,1.019,0,0.278,0.982,1
2.088,6,6778.1,1381.959,6823.466,29.236,29.236,592.49,288,570.668,1.328,0.998,7.096,1.02,5.63,0.249,0.982,1
3.144,9,8377.831,1386.75,7102.941,60.345,60.345,571.513,288,576.983,1.389,0.998,7.408,1.021,11.711,0.232,0.982,1
4.161,12,14721.178,1547.462,7769.368,113.77,113.77,625.062,288,602.88,1.659,0.998,8.814,1.023,16.472,0.326,0.982,1
5.14,15,21630.648,1924.345,8486.706,175.253,175.253,690.622,288,633.223,2.082,0.998,10.963,1.027,24.222,0.479,0.982,1
6.175,18,29791.164,2307.414,8819.694,246.216,246.216,756.476,288,663.123,2.506,0.998,13.079,1.031,33.148,0.656,0.982,1
7.148,21,38991.362,2678.084,9129.354,332.311,332.311,807.886,288,685.748,2.97,0.998,15.361,1.036,42.729,0.846,0.982,1
