1,2,3,4,5,6,7,8,9,10,11
-1,1,0,1,1,1,-1,-1,1,1,0.105677
-1,0,0,1,-1,1,0,-1,-1,1,-3.4342699999999997
1,1,0,-1,-1,-1,-1,0,1,1,2.96959
1,0,0,0,0,0,1,0,1,-1,1.69042
-1,-1,1,0,-1,1,0,-1,0,-1,-4.8947400000000005
1,0,0,-1,-1,0,1,0,1,1,1.15975
-1,0,0,1,1,-1,0,-1,0,1,-1.94586
1,-1,1,1,0,1,-1,-1,0,1,2.1471299999999998
1,1,-1,0,-1,-1,-1,-1,-1,0,0.6723979999999999
-1,1,0,-1,-1,0,1,1,1,-1,-3.6011699999999998
-1,1,1,-1,0,0,1,1,1,-1,-3.18381
-1,-1,-1,1,-1,0,1,-1,0,-1,-4.68116
-1,1,-1,-1,0,0,-1,1,0,-1,-3.85342
1,1,-1,1,-1,-1,0,1,0,0,5.06775
1,1,0,1,1,1,-1,0,1,1,7.00909
1,1,0,-1,-1,-1,-1,0,1,0,4.71898
-1,1,0,1,-1,1,-1,-1,-1,1,-5.4821599999999995
1,0,0,1,-1,-1,0,-1,1,1,4.96267
1,0,0,-1,0,0,1,-1,-1,-1,3.24268
-1,0,-1,0,-1,-1,-1,0,1,1,-9.67504
1,-1,0,-1,1,1,0,0,-1,-1,-0.8604729999999999
-1,-1,0,1,0,-1,-1,0,-1,0,-6.35208
1,0,-1,0,1,-1,-1,-1,1,-1,-1.39555
1,0,1,1,1,0,-1,1,0,0,4.56297
-1,1,1,-1,-1,-1,1,0,0,0,-7.597060000000001
-1,1,1,-1,1,-1,0,1,1,1,-0.934617
-1,1,-1,0,-1,-1,-1,-1,0,-1,-9.651769999999999
1,0,1,1,0,0,1,0,-1,1,4.20023
-1,-1,-1,0,1,1,0,1,1,1,2.25196
1,1,-1,-1,1,-1,0,1,0,-1,3.9624
1,1,1,-1,1,-1,-1,-1,-1,0,9.05917
-1,1,-1,-1,-1,-1,1,0,0,1,-7.11809
-1,1,-1,1,-1,0,1,1,1,-1,-5.3335099999999995
-1,0,0,1,1,1,0,1,0,0,2.2119
-1,-1,1,0,-1,1,1,1,-1,-1,-4.0736
1,-1,1,-1,-1,1,1,0,1,-1,2.0295099999999997
1,1,1,-1,1,1,1,-1,-1,-1,8.23956
-1,-1,1,0,1,-1,0,1,0,0,-1.7600200000000001
-1,0,-1,1,-1,1,-1,0,0,0,-2.52757
-1,0,0,0,-1,-1,0,-1,1,1,-8.0278
1,0,1,-1,1,0,0,-1,1,0,4.37247
-1,0,-1,-1,0,-1,1,1,-1,0,-3.08529
-1,1,-1,1,-1,0,-1,-1,1,1,-7.585369999999999
-1,-1,1,1,1,-1,0,-1,0,0,-3.6160099999999997
1,1,-1,0,-1,0,0,1,0,0,2.69585
-1,0,-1,-1,0,1,0,1,0,-1,-0.262339
1,1,-1,0,0,0,0,0,1,1,3.35741
1,-1,0,1,1,-1,0,-1,0,0,0.958275
1,0,-1,0,-1,1,-1,1,-1,-1,-0.251812
-1,-1,0,0,-1,0,-1,1,0,1,-6.69257
-1,0,-1,-1,1,-1,1,-1,-1,-1,-1.13294
1,-1,0,-1,0,1,0,1,0,-1,-1.3240100000000001
-1,0,1,0,1,0,1,0,0,-1,0.730151
-1,1,1,-1,0,0,1,-1,0,1,-3.60109
1,0,1,1,1,-1,0,1,-1,1,5.88973
1,1,0,-1,1,-1,1,0,1,0,4.50303
-1,0,1,-1,1,1,1,0,0,1,2.84584
-1,-1,0,0,0,1,-1,0,-1,1,-1.05416
1,1,0,0,-1,-1,1,1,1,0,6.9122
-1,1,0,1,-1,-1,0,1,-1,-1,-7.46766
1,1,0,1,-1,0,0,1,1,1,6.57592
1,-1,-1,1,-1,1,1,-1,0,-1,-0.9737709999999999
-1,0,0,-1,-1,-1,1,-1,1,0,-8.23409
-1,-1,1,-1,-1,0,-1,-1,-1,-1,-6.08827
1,1,0,1,0,-1,1,0,0,1,6.2958099999999995
-1,-1,1,-1,1,0,0,-1,0,0,-0.504067
1,1,0,1,-1,1,1,0,-1,1,7.7961
-1,1,0,0,1,-1,1,0,1,-1,-2.262
1,1,-1,1,0,-1,1,1,1,0,4.756819999999999
-1,-1,0,0,-1,1,-1,-1,1,0,-4.79971
1,0,0,1,1,-1,0,1,0,1,4.91814
1,-1,1,0,-1,0,-1,1,-1,0,2.06517
-1,0,0,1,1,-1,0,0,-1,-1,-1.6254600000000001
-1,-1,-1,-1,-1,1,-1,-1,0,1,-5.28532
-1,0,0,-1,0,1,0,0,-1,1,0.611139
-1,1,1,1,-1,1,1,0,0,1,-3.19066
-1,0,0,1,-1,-1,0,0,0,0,-8.0396
-1,0,-1,1,-1,1,1,-1,0,0,-4.01815
1,0,-1,0,-1,-1,-1,-1,0,-1,1.06522
1,-1,-1,-1,1,1,1,1,1,-1,-1.81887
-1,1,1,-1,-1,0,-1,1,1,1,-6.04379
-1,1,-1,-1,1,-1,1,0,1,-1,-1.114
-1,1,0,1,0,0,-1,-1,1,1,-4.82561
-1,1,1,0,-1,1,0,-1,-1,1,-2.63844
1,-1,1,1,1,1,0,1,0,1,1.56834
-1,0,1,0,-1,-1,0,-1,0,-1,-9.02232
1,0,1,-1,1,1,1,-1,-1,0,5.36011
-1,0,0,-1,0,-1,1,0,0,1,-3.3820300000000003
-1,-1,-1,-1,-1,-1,0,-1,1,1,-8.69559
1,1,1,-1,-1,1,0,0,-1,-1,5.99986
-1,1,0,-1,-1,0,-1,0,1,0,-6.08309
-1,1,1,1,-1,-1,0,1,0,1,-8.88239
1,0,-1,1,-1,1,0,1,-1,0,1.2796
1,0,0,0,1,1,-1,0,-1,-1,2.4051299999999998
1,-1,-1,-1,-1,-1,-1,0,1,-1,-3.9091
-1,1,1,-1,0,-1,-1,0,0,0,-5.55734
-1,-1,-1,0,0,-1,-1,0,1,0,-5.14464
1,0,0,0,-1,-1,0,1,0,0,3.92715
1,0,1,-1,-1,1,0,1,0,-1,1.6242
1,0,1,-1,1,-1,-1,-1,-1,0,3.56167
-1,-1,1,1,-1,0,-1,1,0,0,-5.50864
1,1,1,-1,1,0,-1,0,1,0,6.2103
-1,-1,-1,0,-1,1,-1,0,1,-1,-3.8126900000000004
1,1,-1,-1,0,1,-1,0,-1,0,3.9422300000000003
-1,1,0,1,-1,0,-1,-1,1,-1,-6.12678
1,-1,0,1,0,-1,0,0,-1,0,0.6600560000000001
1,1,1,1,-1,0,1,1,1,1,8.61465
-1,1,1,-1,-1,1,1,0,1,1,-1.2881200000000002
-1,-1,0,-1,-1,-1,0,-1,0,-1,-9.114289999999999
1,-1,0,-1,1,-1,-1,0,0,0,-1.17321
-1,-1,-1,1,1,-1,0,-1,1,-1,-2.3296
1,0,-1,-1,-1,-1,0,-1,1,-1,-0.36470199999999997
1,0,1,-1,1,1,1,1,0,-1,3.0009
1,1,0,0,1,0,1,0,0,0,6.164569999999999
1,-1,0,1,-1,0,0,1,-1,-1,1.87622
-1,0,1,-1,1,-1,0,1,0,-1,-1.2978
-1,1,1,0,1,1,0,1,0,0,0.294279
1,1,-1,0,0,0,1,1,1,1,4.012169999999999
1,1,1,1,1,1,0,-1,-1,0,8.47193
1,0,-1,1,-1,1,1,1,0,0,0.6627850000000001
-1,-1,1,0,1,0,-1,0,0,-1,-1.3065799999999999
1,-1,0,0,0,0,-1,-1,-1,-1,1.2458200000000001
1,0,1,-1,1,-1,0,-1,-1,1,3.12137
-1,1,1,-1,1,-1,1,1,-1,-1,-0.221138
-1,-1,1,1,-1,-1,1,-1,1,1,-8.64283
1,-1,1,0,-1,0,0,1,1,1,2.90243
-1,1,1,-1,1,-1,1,0,-1,-1,-1.6137299999999999
1,1,1,0,0,0,0,1,0,0,8.608460000000001
1,1,-1,-1,0,1,-1,1,-1,1,3.6952300000000005
1,1,-1,0,-1,0,-1,-1,-1,0,6.08639
1,1,1,1,0,-1,1,0,0,1,9.965539999999999
-1,-1,0,0,-1,0,0,1,1,-1,-4.97698
-1,1,0,-1,0,0,1,-1,-1,1,-2.65393
-1,-1,0,0,-1,-1,1,0,0,-1,-5.395580000000001
-1,0,0,1,0,-1,0,1,1,1,-4.71512
1,-1,1,1,1,1,1,1,0,0,1.43908
1,0,1,-1,-1,1,-1,-1,-1,1,5.45948
1,-1,-1,0,-1,0,1,1,-1,0,-3.41121
-1,0,-1,1,-1,0,0,0,1,-1,-5.39842
1,0,-1,0,0,1,-1,1,-1,0,0.384685
-1,1,-1,1,-1,1,1,0,1,-1,-3.01594
1,0,-1,0,0,-1,1,0,-1,0,0.44944799999999996
-1,1,-1,-1,-1,1,-1,-1,0,0,-3.7876800000000004
-1,-1,-1,1,0,1,-1,-1,1,-1,-2.11674
-1,1,1,0,1,0,0,1,1,-1,1.41667
1,1,-1,1,0,-1,-1,-1,-1,-1,4.90916
1,-1,-1,0,0,1,1,0,-1,-1,-1.75555
1,0,0,-1,0,0,1,1,0,1,1.35004
1,-1,1,-1,-1,1,0,-1,0,0,1.11643
1,-1,-1,0,1,-1,1,0,-1,0,-1.48219
1,-1,-1,1,0,0,-1,1,0,-1,1.14878
1,1,-1,0,1,0,0,0,1,0,4.3137300000000005
1,0,1,0,-1,0,1,0,-1,-1,4.590330000000001
-1,0,0,1,-1,-1,-1,1,0,0,-8.599860000000001
-1,-1,-1,0,1,1,-1,-1,1,1,0.0262452
-1,0,1,0,1,1,1,1,-1,-1,4.00556
1,1,-1,-1,-1,1,1,-1,0,1,1.84138
1,-1,0,0,1,-1,1,1,-1,0,-0.185137
1,-1,-1,1,0,-1,0,1,1,0,-1.65484
1,1,0,1,-1,-1,-1,1,-1,1,6.32991
-1,-1,-1,1,-1,-1,-1,1,1,-1,-8.477360000000001
-1,1,1,0,0,0,1,-1,0,0,-3.16339
1,1,1,0,-1,0,-1,0,-1,-1,7.55848
1,1,-1,1,-1,-1,-1,0,-1,1,6.068
-1,1,-1,1,0,-1,0,0,0,0,-2.26246
-1,0,0,1,-1,-1,-1,1,0,0,-9.52228
1,0,-1,1,0,0,1,0,0,0,3.37046
-1,-1,0,-1,1,1,0,0,1,1,2.2955799999999997
1,0,-1,0,1,-1,1,1,0,0,-0.92158
-1,-1,-1,1,1,1,-1,1,-1,1,2.16279
1,-1,1,-1,0,-1,-1,1,1,0,1.88517
1,-1,-1,0,-1,0,0,0,1,1,-1.6843700000000001
1,0,1,0,1,0,0,1,-1,-1,5.1147599999999995
-1,1,-1,1,1,1,0,1,0,0,3.85819
1,0,-1,-1,1,1,-1,-1,1,0,-0.0281032
-1,0,0,1,-1,-1,0,0,1,-1,-8.90012
1,0,-1,0,-1,-1,0,-1,-1,1,-0.765964
-1,0,-1,-1,1,1,-1,1,1,1,2.41119
-1,0,0,1,-1,-1,-1,-1,1,0,-9.17656
-1,1,0,1,1,0,1,-1,1,0,1.30093
1,1,1,1,0,1,-1,-1,-1,-1,8.14685
-1,0,1,-1,1,-1,0,0,0,0,-1.23005
1,0,-1,0,1,0,-1,1,0,0,-0.400581
-1,1,0,1,1,-1,-1,0,-1,1,-2.65178
1,0,0,0,1,-1,1,-1,-1,1,3.36889
1,1,0,-1,1,-1,1,0,0,1,6.4673
-1,0,-1,1,-1,-1,1,0,1,0,-7.437939999999999
-1,1,1,-1,-1,-1,1,-1,-1,-1,-7.070130000000001
-1,-1,-1,0,1,0,-1,0,1,0,-1.51348
-1,0,-1,1,-1,0,-1,0,-1,-1,-7.26208
1,0,-1,0,-1,0,0,0,1,-1,1.0538100000000001
1,0,-1,0,-1,-1,0,-1,1,0,-0.633821
-1,1,-1,-1,0,-1,1,1,1,0,-4.17445
1,-1,0,-1,-1,0,-1,1,1,0,-2.22962
-1,0,-1,-1,0,0,-1,1,-1,0,-4.04081
-1,-1,1,0,1,0,1,0,-1,-1,1.8708200000000001
1,1,1,0,-1,-1,0,-1,-1,0,8.22252
1,0,0,0,-1,0,0,-1,0,1,4.336040000000001
-1,0,-1,0,1,0,1,-1,-1,0,0.371852
-1,-1,-1,-1,1,-1,-1,-1,0,-1,-2.7085
-1,0,-1,0,1,1,-1,0,1,0,1.56955
-1,-1,0,-1,1,-1,1,1,0,-1,-2.89804
-1,0,0,1,0,1,0,-1,0,0,-0.582619
-1,-1,1,1,1,0,-1,0,0,1,-1.6655200000000001
-1,1,1,0,1,-1,-1,-1,1,0,0.465696
-1,0,1,-1,-1,-1,1,0,0,1,-7.53178
1,0,1,1,1,1,0,-1,-1,1,4.00345
-1,1,1,-1,0,-1,0,1,0,1,-3.4327900000000002
1,-1,-1,-1,0,-1,0,0,1,1,-2.8547599999999997
-1,-1,0,1,0,-1,-1,1,0,-1,-7.24597
1,-1,-1,0,0,-1,-1,0,-1,-1,-3.11136
1,-1,0,0,-1,1,1,0,-1,-1,1.14742
-1,1,-1,0,1,-1,-1,1,0,1,-3.9331300000000002
-1,0,0,-1,0,-1,-1,1,-1,1,-6.33598
-1,0,1,0,1,-1,-1,-1,1,1,-3.02753
-1,-1,1,0,1,1,0,-1,1,0,0.599762
1,1,1,0,1,0,-1,-1,0,-1,6.563339999999999
-1,1,0,-1,1,-1,1,1,0,1,-0.800832
1,0,0,0,-1,0,-1,-1,0,0,2.9523900000000003
1,0,0,1,0,-1,-1,0,0,-1,3.73326
1,0,0,1,1,1,0,1,0,1,2.5906700000000003
-1,0,-1,0,-1,1,-1,0,1,-1,-5.52035
-1,1,1,-1,1,1,1,0,-1,1,3.03645
-1,-1,-1,0,0,-1,0,0,0,1,-3.83011
1,0,0,-1,0,-1,1,-1,-1,1,2.17303
-1,-1,0,-1,1,0,0,-1,1,1,-1.0851600000000001
-1,1,0,1,0,0,-1,0,0,-1,-5.1613
1,0,1,0,-1,0,0,-1,1,1,5.87244
1,1,-1,-1,1,0,-1,-1,1,1,2.54655
-1,-1,-1,-1,1,-1,0,0,-1,1,-2.6720900000000003
-1,1,0,-1,1,1,1,0,1,-1,3.6744
1,1,1,1,1,-1,1,-1,1,1,9.4402
1,-1,0,0,-1,-1,-1,1,-1,0,-0.499827
1,1,0,1,1,0,0,1,-1,0,7.245
1,0,1,1,-1,0,-1,0,1,1,5.21149
1,1,0,-1,1,0,-1,0,0,0,4.4678
-1,0,1,-1,-1,1,1,1,1,0,-2.47404
-1,1,-1,0,1,0,0,1,0,-1,-0.925908
1,0,1,1,1,-1,-1,0,1,0,5.33619
1,0,-1,-1,-1,0,0,-1,-1,1,0.104484
1,0,1,1,0,-1,-1,-1,0,-1,6.11046
-1,0,-1,0,0,0,1,1,-1,1,-3.84976
-1,-1,1,1,-1,0,0,0,-1,-1,-4.522390000000001
1,-1,1,-1,1,-1,0,0,0,1,1.53084
-1,-1,0,1,0,-1,-1,-1,-1,-1,-6.600389999999999
1,1,1,1,-1,0,1,1,0,0,7.4450899999999995
-1,1,1,-1,-1,1,1,1,1,0,-4.62145
-1,-1,1,0,-1,0,1,0,-1,0,-5.53316
1,1,1,-1,0,-1,-1,0,-1,1,8.1351
1,0,0,-1,1,-1,0,1,1,0,1.8631799999999998
-1,0,1,0,1,-1,1,1,-1,-1,-2.75305
1,-1,-1,0,-1,1,-1,-1,-1,0,-0.860849
-1,0,0,-1,0,0,0,1,1,0,-5.73225
1,1,0,1,1,1,0,1,0,-1,8.40754
-1,1,1,0,-1,1,1,1,-1,1,-3.78968
-1,0,1,0,-1,-1,0,1,-1,1,-6.5002
-1,1,1,1,1,0,-1,-1,1,1,-1.19545
1,1,-1,1,1,-1,1,-1,0,-1,5.23712
-1,0,-1,1,1,-1,-1,1,0,-1,-3.7389099999999997
1,1,1,1,-1,1,1,0,-1,0,8.61867
-1,-1,-1,0,-1,1,0,-1,1,0,-5.18037
1,-1,0,0,0,1,-1,1,1,0,0.0500045
1,1,-1,1,1,1,0,-1,1,1,6.71298
-1,1,-1,0,-1,-1,-1,-1,-1,0,-10.1456
1,-1,0,0,1,0,0,0,-1,0,-0.481683
1,1,0,1,-1,-1,1,-1,-1,1,5.96277
-1,-1,-1,1,0,-1,0,1,-1,-1,-4.47205
1,1,-1,1,1,-1,1,-1,1,-1,3.60607
1,1,-1,0,-1,-1,0,0,1,-1,4.08661
1,1,0,1,-1,0,-1,-1,1,0,7.4326
1,1,-1,1,0,1,-1,1,0,0,5.51987
1,0,-1,-1,0,1,-1,-1,1,0,-0.034636099999999996
1,-1,1,1,-1,-1,-1,1,0,-1,2.46394
-1,1,0,0,1,1,1,0,1,1,2.33257
-1,0,0,-1,0,0,-1,1,1,0,-6.82287
-1,-1,-1,1,1,-1,1,1,1,-1,0.051949800000000004
1,0,-1,1,1,0,0,0,0,0,3.31524
1,-1,0,1,1,-1,1,-1,-1,0,-0.163418
1,0,0,-1,-1,-1,0,1,0,0,2.34903
1,-1,0,1,0,0,1,-1,-1,0,0.59582
1,-1,0,0,0,-1,1,0,0,1,-0.7385
-1,0,0,0,-1,-1,0,0,-1,1,-8.92642
1,0,1,-1,0,1,1,0,1,-1,2.67041
1,-1,0,0,1,1,1,-1,1,0,-0.56214
1,0,1,-1,1,-1,-1,0,1,-1,3.86882
1,0,-1,0,0,-1,-1,-1,1,-1,2.1165599999999998
1,-1,-1,-1,1,0,0,-1,1,-1,-4.32059
1,-1,0,-1,0,-1,1,1,-1,1,-2.99035
1,-1,-1,-1,0,-1,0,1,-1,0,-3.28021
-1,1,1,1,0,-1,-1,1,1,1,-7.28234
-1,0,-1,-1,-1,0,0,-1,-1,0,-6.42943
1,0,1,1,-1,1,1,0,-1,1,5.59639
1,-1,-1,0,-1,-1,-1,1,-1,0,-2.96028
-1,1,1,-1,1,0,1,-1,-1,-1,0.569637
-1,1,0,1,-1,1,1,-1,1,-1,-2.71948
1,1,0,-1,-1,0,-1,1,-1,1,6.891710000000001
-1,1,0,0,0,-1,0,-1,1,1,-5.13433
-1,0,1,0,1,0,0,-1,0,1,0.378076
-1,0,0,1,1,1,0,1,0,0,3.6208099999999996
-1,1,0,0,0,-1,0,0,0,-1,-5.29899
-1,0,1,-1,-1,1,0,0,-1,0,-5.83365
-1,-1,-1,-1,1,0,0,1,0,1,0.42560200000000004
1,-1,-1,0,1,-1,0,0,-1,-1,-0.14060999999999998
1,1,0,1,-1,0,0,1,-1,-1,7.94802
-1,1,-1,-1,1,1,0,1,-1,-1,2.43628
1,-1,1,-1,-1,-1,1,1,1,-1,0.37492800000000004
-1,-1,0,1,0,1,0,-1,1,0,-1.1329
-1,-1,1,0,-1,1,-1,-1,1,-1,-5.24555
1,-1,1,-1,0,0,0,0,-1,-1,1.09174
1,1,1,-1,-1,0,1,0,1,1,8.58175
1,-1,1,-1,0,0,1,0,0,-1,1.6665400000000001
1,-1,0,1,0,0,0,1,-1,-1,0.43474700000000005
-1,1,1,1,-1,0,-1,1,0,-1,-7.0700899999999995
-1,-1,1,1,0,-1,1,0,-1,1,-4.48385
1,0,1,-1,1,1,1,-1,1,0,1.9093099999999998
1,1,-1,-1,-1,1,1,0,1,0,4.98265
1,1,0,0,1,0,0,0,1,-1,6.52744
1,0,-1,1,1,1,-1,0,0,0,1.6356700000000002
1,-1,0,1,-1,1,0,1,0,0,0.155364
1,0,1,0,0,-1,0,0,0,0,4.9267
1,0,0,0,-1,-1,1,1,0,0,3.2549099999999997
1,1,0,0,1,0,0,1,-1,-1,4.70549
-1,-1,0,0,0,1,1,-1,-1,0,-1.00577
1,0,-1,0,-1,-1,1,1,1,0,0.47901499999999997
1,0,0,0,1,-1,0,1,0,-1,0.643999
-1,-1,1,1,1,-1,1,0,-1,1,-1.6551200000000001
1,1,-1,0,0,1,-1,0,-1,0,4.0170699999999995
-1,-1,-1,-1,-1,-1,-1,0,1,1,-7.68164
-1,1,-1,0,1,0,-1,1,-1,-1,-0.11903
-1,-1,1,-1,1,0,0,-1,1,0,0.622825
-1,0,0,0,0,-1,-1,-1,-1,-1,-6.92421
1,-1,1,0,0,0,1,0,-1,0,0.43141999999999997
-1,0,1,-1,-1,-1,0,1,-1,0,-6.23565
-1,1,-1,1,1,1,-1,-1,0,1,0.505405
1,1,1,1,0,-1,0,0,0,0,8.429689999999999
1,1,-1,1,0,0,0,1,1,0,4.80735
1,1,-1,1,-1,-1,1,-1,0,-1,4.9105300000000005
1,1,0,-1,0,1,-1,-1,-1,0,6.97615
-1,0,0,-1,1,1,0,-1,1,-1,2.53976
-1,0,-1,0,-1,1,1,1,0,0,-3.90806
-1,0,-1,1,0,0,0,-1,-1,0,-3.51724
-1,-1,1,0,1,1,-1,0,-1,1,3.78221
-1,1,0,0,1,0,-1,-1,1,1,-0.791828
-1,0,-1,1,-1,-1,0,-1,1,0,-8.291889999999999
-1,0,0,-1,-1,0,-1,-1,0,-1,-8.34032
-1,0,0,-1,1,0,1,1,0,1,0.21369899999999997
-1,0,0,-1,1,-1,1,-1,0,-1,-2.72665
1,1,-1,-1,-1,1,-1,-1,1,1,4.318219999999999
-1,-1,0,0,0,0,-1,-1,1,-1,-1.9449599999999998
1,1,1,0,1,1,-1,1,1,-1,8.00612
1,-1,0,0,0,0,1,-1,0,-1,-0.5758270000000001
1,-1,1,1,1,1,0,1,0,-1,3.07576
-1,1,1,-1,1,1,0,0,0,1,3.5387699999999995
-1,0,0,0,1,0,1,1,1,-1,0.868034
1,0,-1,0,-1,1,-1,-1,0,0,0.30864
-1,1,-1,0,1,1,1,-1,1,-1,2.62777
-1,-1,-1,0,-1,0,1,1,-1,0,-3.5662
-1,1,0,1,1,0,0,0,1,0,-1.4517
1,1,1,1,1,1,1,1,-1,1,8.66265
1,1,0,-1,1,0,0,-1,1,1,7.434589999999999
-1,0,-1,-1,1,1,1,0,1,-1,4.09018
1,0,-1,0,1,-1,-1,0,0,0,1.44608
1,-1,1,-1,1,1,1,0,1,-1,0.3292
1,-1,-1,1,1,-1,0,1,1,-1,-0.599762
1,1,0,0,1,1,0,-1,0,0,7.034619999999999
1,0,0,-1,0,0,0,0,-1,1,1.23479
1,1,-1,-1,1,1,1,1,-1,0,2.67722
1,0,1,1,0,-1,1,-1,-1,1,5.61491
1,-1,-1,1,1,1,-1,1,1,-1,0.0492805
1,0,1,0,1,1,0,-1,0,0,6.0611
-1,-1,0,-1,-1,1,-1,1,-1,-1,-3.57841
-1,0,-1,-1,-1,1,1,1,1,-1,-3.4527
1,1,1,-1,1,-1,1,0,1,0,5.65614
-1,1,1,1,-1,0,0,1,0,1,-7.94871
1,0,-1,1,1,-1,-1,-1,-1,0,0.5474060000000001
1,0,0,-1,0,1,1,0,1,1,2.39946
1,0,1,0,0,0,-1,1,0,-1,5.961180000000001
-1,0,0,-1,0,-1,-1,-1,-1,1,-6.02684
-1,1,-1,-1,0,-1,1,0,0,1,-4.08974
1,1,1,0,1,0,0,1,1,1,9.38978
-1,-1,0,0,1,0,-1,1,1,1,-1.1066799999999999
1,-1,1,1,-1,1,-1,-1,-1,1,3.2105200000000003
-1,0,-1,-1,0,0,-1,0,1,1,-4.25444
1,1,1,1,0,1,0,1,0,1,10.3996
1,0,1,-1,-1,1,1,0,1,1,3.62641
-1,-1,1,-1,0,0,1,1,0,1,-0.500206
-1,1,-1,-1,-1,0,1,1,0,-1,-3.24099
-1,-1,-1,0,-1,-1,-1,-1,1,-1,-8.86575
-1,0,0,0,0,1,-1,1,0,-1,-3.3981800000000004
-1,0,0,0,-1,-1,-1,-1,-1,0,-8.28968
1,1,1,0,-1,-1,-1,1,1,0,8.006730000000001
1,-1,-1,-1,-1,-1,1,-1,-1,1,-1.60686
1,-1,-1,1,0,-1,-1,0,-1,1,-0.069562
-1,-1,0,-1,-1,-1,0,0,0,1,-8.20055
-1,1,1,0,0,-1,0,-1,1,0,-5.31109
1,1,1,1,-1,-1,1,1,0,0,8.90526
1,-1,1,-1,0,1,0,1,0,-1,3.37526
1,1,-1,1,0,1,0,1,1,0,5.15707
-1,1,-1,-1,-1,-1,0,1,1,-1,-6.8828
-1,1,-1,1,-1,-1,1,-1,0,1,-6.37309
-1,1,-1,-1,-1,-1,0,-1,0,-1,-8.21744
1,0,1,1,0,0,-1,-1,-1,-1,8.53425
-1,-1,0,0,1,-1,0,1,-1,0,-3.3148800000000005
-1,1,-1,0,1,0,-1,0,0,1,-1.1991100000000001
-1,0,1,-1,-1,-1,1,1,0,1,-6.860130000000001
1,-1,0,-1,1,0,-1,-1,-1,-1,-0.994158
-1,0,1,-1,-1,0,-1,-1,-1,1,-8.28456
-1,-1,1,0,-1,-1,0,-1,-1,-1,-9.324160000000001
1,1,-1,1,1,-1,1,-1,-1,-1,4.76094
1,-1,0,-1,-1,-1,-1,-1,-1,0,-1.7113599999999998
-1,1,1,1,1,-1,-1,-1,-1,-1,-3.82039
-1,0,0,0,0,1,0,1,-1,1,-1.05631
-1,0,1,-1,0,0,-1,1,0,0,-6.11415
1,0,0,1,-1,1,1,0,0,1,4.443919999999999
1,0,-1,0,-1,0,1,0,1,1,-0.0709707
1,1,-1,-1,-1,0,0,1,-1,0,1.8091
-1,-1,0,-1,1,-1,0,1,0,0,-2.96132
1,0,-1,1,1,0,1,0,0,1,1.86022
1,1,1,0,0,0,1,-1,1,0,8.43984
1,0,1,0,-1,1,0,1,1,0,4.95874
-1,1,0,1,-1,0,0,1,-1,0,-7.0469100000000005
1,-1,1,0,-1,0,-1,-1,-1,0,2.05448
-1,0,-1,0,0,0,1,-1,1,0,-0.649795
-1,1,0,0,1,1,0,-1,0,1,3.48685
1,-1,0,1,0,0,1,0,0,0,1.85306
-1,-1,0,-1,1,0,-1,1,-1,-1,-0.869239
-1,0,0,-1,0,1,0,1,-1,-1,-1.23494
-1,0,-1,0,-1,0,-1,0,0,0,-7.5525
1,-1,1,1,0,0,1,1,1,1,3.98181
1,0,0,-1,1,1,0,-1,1,-1,2.8283400000000003
1,0,-1,1,1,1,-1,1,1,1,2.87257
1,1,0,1,1,1,1,1,1,0,6.98395
-1,0,0,1,-1,0,0,1,1,0,-5.985
-1,0,1,1,-1,0,-1,-1,1,1,-5.85249
-1,1,0,0,-1,1,0,1,1,1,-5.193630000000001
1,1,1,0,0,0,-1,1,1,0,6.14016
-1,1,1,0,0,1,1,1,0,0,0.0365159
1,-1,0,-1,-1,0,-1,-1,1,0,-1.32121
1,1,-1,-1,1,1,1,0,0,1,1.06019
1,1,-1,-1,-1,-1,-1,-1,-1,-1,4.28547
-1,0,-1,-1,0,1,-1,0,1,1,-2.03654
1,-1,1,-1,-1,-1,1,-1,-1,1,0.5090859999999999
-1,1,-1,1,1,0,0,-1,1,1,0.0521177
-1,-1,1,1,-1,0,1,1,0,1,-3.7626199999999996
1,1,1,-1,0,0,-1,0,1,0,7.9081399999999995
-1,0,-1,0,1,1,0,-1,1,-1,1.5982299999999998
-1,-1,-1,1,1,0,-1,1,1,0,-1.8600700000000001
1,1,0,-1,1,-1,-1,0,-1,1,3.9763800000000002
-1,1,-1,0,0,0,-1,0,0,1,-4.10594
-1,0,-1,-1,1,-1,1,-1,1,0,-1.4596200000000001
1,0,0,1,0,1,-1,0,1,0,1.81295
1,1,-1,-1,-1,0,0,0,-1,0,3.18168
-1,0,-1,-1,0,-1,-1,-1,-1,1,-6.84749
1,0,0,-1,0,-1,0,-1,-1,1,3.19428
-1,0,0,-1,-1,0,-1,0,1,1,-6.86706
1,-1,1,0,1,0,0,1,1,1,1.4312799999999999
1,-1,-1,0,1,1,0,1,-1,1,-1.65324
-1,0,-1,-1,-1,-1,0,1,-1,0,-9.9172
-1,-1,0,-1,0,0,0,0,-1,1,-1.99544
-1,1,1,0,1,1,1,-1,1,-1,2.21767
1,0,-1,0,-1,1,1,0,0,0,0.9488129999999999
1,1,0,1,-1,-1,0,-1,-1,-1,7.08577
1,0,1,-1,-1,1,-1,1,0,-1,4.31427
-1,-1,1,1,1,-1,1,0,1,0,-0.760943
1,-1,1,0,1,1,0,-1,0,0,2.28195
1,0,-1,1,-1,0,-1,1,1,1,1.44773
