Date,Suburb,Rooms,Type,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
25/02/2017,Camberwell,3,h,S,Jellis,7.8,3124,3,2,4,877,146,1960,Boroondara,-37.8437,145.0623,Southern Metropolitan,8920,3400000
25/02/2017,Camberwell,2,u,S,Jellis,7.8,3124,2,1,1,166,,1969,Boroondara,-37.8439,145.0662,Southern Metropolitan,8920,820000
25/02/2017,Camberwell,3,t,S,Jellis,7.8,3124,3,2,2,283,160,1990,Boroondara,-37.8362,145.064,Southern Metropolitan,8920,1625000
25/02/2017,Camberwell,3,h,VB,Jellis,7.8,3124,3,2,3,780,,,Boroondara,-37.8328,145.0679,Southern Metropolitan,8920,1750000
25/02/2017,Camberwell,3,h,S,Kay,7.8,3124,3,3,2,417,220,2016,Boroondara,-37.831,145.0621,Southern Metropolitan,8920,3300000
25/02/2017,Camberwell,2,h,S,Noel,7.8,3124,2,1,2,400,,,Boroondara,-37.8393,145.0662,Southern Metropolitan,8920,1470000
25/02/2017,Carlton,4,h,S,Jellis,1.8,3053,4,2,2,0,,,Melbourne,-37.8012,144.9689,Northern Metropolitan,6786,2705000
25/02/2017,Carlton,4,h,S,Woodards,1.8,3053,4,1,0,152,139,1890,Melbourne,-37.7966,144.9709,Northern Metropolitan,6786,1616000
25/02/2017,Carnegie,3,h,S,Buxton,11.4,3163,3,1,1,720,,,Glen Eira,-37.8922,145.0544,Southern Metropolitan,7822,1910000
25/02/2017,Carnegie,3,t,S,Gary,11.4,3163,3,1,1,111,116,1998,Glen Eira,-37.8889,145.0495,Southern Metropolitan,7822,808000
25/02/2017,Carnegie,4,h,PI,Marshall,11.4,3163,4,2,2,595,221,1915,Glen Eira,-37.8916,145.0543,Southern Metropolitan,7822,1655000
25/02/2017,Carnegie,2,u,PI,Matthew,11.4,3163,2,1,1,967,72,1970,Glen Eira,-37.8843,145.0531,Southern Metropolitan,7822,405000
25/02/2017,Carnegie,2,u,S,Noel,11.4,3163,2,1,1,132,,1970,Glen Eira,-37.8959,145.06,Southern Metropolitan,7822,601000
25/02/2017,Carnegie,4,h,PI,Ray,11.4,3163,4,3,3,650,,,Glen Eira,-37.9011,145.051,Southern Metropolitan,7822,1410000
25/02/2017,Carnegie,3,h,S,Woodards,11.4,3163,3,1,1,376,,,Glen Eira,-37.8896,145.0492,Southern Metropolitan,7822,1252000
25/02/2017,Caulfield,4,h,PI,Rodney,8.9,3162,4,1,2,499,155,1920,Glen Eira,-37.8864,145.0242,Southern Metropolitan,2379,131000
25/02/2017,Caulfield East,2,h,S,hockingstuart,9.3,3145,2,1,1,472,,1960,Glen Eira,-37.884,145.0447,Southern Metropolitan,608,1000000
25/02/2017,Caulfield North,2,u,PI,Castran,8.1,3161,2,2,1,934,,,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923,622000
25/02/2017,Caulfield North,2,u,S,Gary,8.1,3161,2,1,1,771,82,1960,Glen Eira,-37.8686,145.0239,Southern Metropolitan,6923,536000
25/02/2017,Caulfield North,3,h,S,Marshall,8.1,3161,3,2,1,339,,,Glen Eira,-37.8622,145.0112,Southern Metropolitan,6923,1870000
25/02/2017,Caulfield North,4,h,S,Marshall,8.1,3161,4,2,3,836,,1910,Glen Eira,-37.8696,145.0323,Southern Metropolitan,6923,2625000
25/02/2017,Caulfield South,3,h,S,hockingstuart,9.3,3162,3,2,2,494,135,1920,Glen Eira,-37.9027,145.0322,Southern Metropolitan,5051,1200000
25/02/2017,Caulfield South,3,h,S,Matthew,9.3,3162,3,1,2,520,,,Glen Eira,-37.8889,145.0151,Southern Metropolitan,5051,1570000
25/02/2017,Chadstone,4,h,S,McGrath,13.6,3148,4,2,2,500,277,2001,Monash,-37.8845,145.1027,Southern Metropolitan,3582,1260000
25/02/2017,Clifton Hill,2,h,S,Collins,3.4,3068,2,1,0,151,,1910,Yarra,-37.7912,144.9963,Northern Metropolitan,2954,1430000
25/02/2017,Clifton Hill,4,h,S,Nelson,3.4,3068,4,2,0,162,169,1995,Yarra,-37.7885,144.9994,Northern Metropolitan,2954,1506000
25/02/2017,Coburg,2,h,S,Brad,7.8,3058,2,2,3,339,149,1920,Moreland,-37.7404,144.9559,Northern Metropolitan,11204,635000
25/02/2017,Coburg,3,h,SP,Brad,7.8,3058,3,1,1,138,102,2000,Moreland,-37.7406,144.9555,Northern Metropolitan,11204,700000
25/02/2017,Coburg,3,h,S,Brad,7.8,3058,3,1,1,221,,1980,Moreland,-37.748,144.9603,Northern Metropolitan,11204,845000
25/02/2017,Coburg,3,t,S,Brad,7.8,3058,3,1,1,102,95,1976,Moreland,-37.736,144.9665,Northern Metropolitan,11204,600000
25/02/2017,Coburg,4,h,S,Hodges,7.8,3058,4,1,4,531,187,1925,Moreland,-37.7473,144.9528,Northern Metropolitan,11204,1075000
25/02/2017,Coburg,3,h,VB,Jellis,7.8,3058,3,1,3,336,112,1950,Moreland,-37.7408,144.9558,Northern Metropolitan,11204,1025000
25/02/2017,Coburg,4,h,S,Jellis,7.8,3058,4,2,2,571,,,Moreland,-37.7535,144.9779,Northern Metropolitan,11204,1461000
25/02/2017,Coburg,3,h,S,Nelson,7.8,3058,3,1,1,169,,,Moreland,-37.7494,144.9681,Northern Metropolitan,11204,967000
25/02/2017,Coburg,3,h,S,Nelson,7.8,3058,3,1,3,206,80,1945,Moreland,-37.7382,144.9563,Northern Metropolitan,11204,1130000
25/02/2017,Coburg,3,h,SA,Peter,7.8,3058,3,1,2,385,,,Moreland,-37.7376,144.9638,Northern Metropolitan,11204,835000
25/02/2017,Coburg,5,h,PI,Raine,7.8,3058,5,2,4,381,286,1985,Moreland,-37.7492,144.969,Northern Metropolitan,11204,1020000
25/02/2017,Coburg North,3,h,SP,Barry,9.2,3058,3,1,1,407,95,1930,Darebin,-37.7351,144.9833,Northern Metropolitan,3445,650000
25/02/2017,Collingwood,2,u,VB,Nelson,1.6,3066,2,1,1,0,91,1900,Yarra,-37.8026,144.9848,Northern Metropolitan,4553,800000
25/02/2017,Doncaster,4,h,S,Barry,13.9,3108,4,3,3,586,306,2002,Manningham,-37.7739,145.1287,Eastern Metropolitan,9028,1782000
25/02/2017,Doncaster,3,t,SP,Jellis,13.9,3108,3,2,2,233,175,2012,Manningham,-37.7881,145.1371,Eastern Metropolitan,9028,1102200
25/02/2017,Doncaster,4,h,S,RW,13.9,3108,4,3,2,650,261,1970,Manningham,-37.7785,145.1212,Eastern Metropolitan,9028,1401000
25/02/2017,East Melbourne,2,u,SP,Caine,1.5,3002,2,1,1,0,,,Melbourne,-37.8154,144.9851,Northern Metropolitan,3040,900000
25/02/2017,East Melbourne,1,u,SP,Caine,1.5,3002,1,1,1,0,,,Melbourne,-37.8168,144.9787,Northern Metropolitan,3040,630000
25/02/2017,Elwood,1,u,S,Chisholm,7.7,3184,1,1,1,0,,,Port Phillip,-37.8766,144.991,Southern Metropolitan,8989,313000
25/02/2017,Elwood,2,u,S,Gary,7.7,3184,2,1,0,0,80,1940,Port Phillip,-37.8757,144.987,Southern Metropolitan,8989,640000
25/02/2017,Elwood,2,u,S,Gary,7.7,3184,2,2,1,799,110,2012,Port Phillip,-37.8818,144.9918,Southern Metropolitan,8989,932000
25/02/2017,Elwood,1,u,S,Gary,7.7,3184,1,1,1,0,37,1970,Port Phillip,-37.8839,144.9903,Southern Metropolitan,8989,347000
25/02/2017,Elwood,1,u,VB,hockingstuart,7.7,3184,1,1,1,644,47,1960,Port Phillip,-37.8798,144.994,Southern Metropolitan,8989,390000
25/02/2017,Elwood,1,u,SP,hockingstuart,7.7,3184,1,1,1,900,,,Port Phillip,-37.8839,144.9848,Southern Metropolitan,8989,470000
25/02/2017,Elwood,2,u,S,hockingstuart,7.7,3184,2,1,1,0,75,1975,Port Phillip,-37.8842,144.9829,Southern Metropolitan,8989,645000
25/02/2017,Elwood,2,u,PI,Hodges,7.7,3184,2,1,1,0,70,1935,Port Phillip,-37.8817,144.984,Southern Metropolitan,8989,630000
25/02/2017,Elwood,3,h,S,McGrath,7.7,3184,3,2,0,218,,,Port Phillip,-37.8758,144.9798,Southern Metropolitan,8989,1561000
25/02/2017,Elwood,3,h,S,Pride,7.7,3184,3,1,1,345,,,Port Phillip,-37.8865,144.9891,Southern Metropolitan,8989,1675000
25/02/2017,Essendon,4,h,S,Barry,8,3040,4,1,2,650,,1950,Moonee Valley,-37.7452,144.8941,Western Metropolitan,9264,1560000
25/02/2017,Essendon,2,u,SP,Brad,8,3040,2,1,1,201,80,1995,Moonee Valley,-37.7454,144.928,Western Metropolitan,9264,691000
25/02/2017,Essendon,2,h,S,Brad,8,3040,2,1,1,0,,,Moonee Valley,-37.7488,144.9165,Western Metropolitan,9264,1255000
25/02/2017,Essendon,4,h,S,McDonald,8,3040,4,2,3,715,273,1920,Moonee Valley,-37.7582,144.9128,Western Metropolitan,9264,2355000
25/02/2017,Essendon,2,u,VB,Rendina,8,3040,2,1,0,0,,,Moonee Valley,-37.7558,144.9233,Western Metropolitan,9264,370000
25/02/2017,Essendon North,3,h,S,McGrath,9.4,3041,3,2,2,10100,,,Moonee Valley,-37.7376,144.8954,Western Metropolitan,1308,1425000
25/02/2017,Fawkner,3,h,S,Brad,12.4,3060,3,1,2,628,,,Moreland,-37.718,144.9642,Northern Metropolitan,5070,782000
25/02/2017,Fawkner,3,h,SP,YPA,12.4,3060,3,1,4,533,135,1965,Moreland,-37.6985,144.9778,Northern Metropolitan,5070,640000
25/02/2017,Fitzroy,1,u,S,Caine,1.6,3065,1,1,1,782,42,1975,Yarra,-37.8055,144.9809,Northern Metropolitan,5825,420000
25/02/2017,Fitzroy North,3,h,S,Collins,3.5,3068,3,1,0,370,,,Yarra,-37.7794,144.9892,Northern Metropolitan,6244,1600000
25/02/2017,Flemington,1,u,SP,Nelson,4.4,3031,1,1,1,818,50,1880,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593,395000
25/02/2017,Footscray,2,u,PI,C21,6.4,3011,2,1,1,882,74,1970,Maribyrnong,-37.7899,144.893,Western Metropolitan,7570,315000
25/02/2017,Footscray,3,h,SP,Jas,6.4,3011,3,1,1,211,94,1910,Maribyrnong,-37.8059,144.901,Western Metropolitan,7570,740000
25/02/2017,Footscray,2,u,S,Trimson,6.4,3011,2,1,1,0,,,Maribyrnong,-37.8012,144.8964,Western Metropolitan,7570,360000
25/02/2017,Footscray,3,h,SP,Village,6.4,3011,3,1,0,190,99,1930,Maribyrnong,-37.795,144.883,Western Metropolitan,7570,850000
25/02/2017,Glen Huntly,2,t,S,Buxton,10.4,3163,2,1,1,0,78,1970,Glen Eira,-37.8866,145.0396,Southern Metropolitan,2403,710000
25/02/2017,Glen Iris,3,h,S,Jellis,9.2,3146,3,1,3,609,140,1930,Boroondara,-37.8542,145.0733,Southern Metropolitan,10412,1751000
25/02/2017,Glen Iris,2,u,VB,Jellis,9.2,3146,2,1,2,0,74,1940,Boroondara,-37.8468,145.0515,Southern Metropolitan,10412,720000
25/02/2017,Glen Iris,4,h,S,Kay,9.2,3146,4,2,3,548,205,1930,Stonnington,-37.8536,145.0547,Southern Metropolitan,10412,1857000
25/02/2017,Glen Iris,4,h,SP,Marshall,9.2,3146,4,2,2,775,155,1960,Boroondara,-37.8561,145.0934,Southern Metropolitan,10412,1950000
25/02/2017,Glen Iris,3,h,S,Marshall,9.2,3146,3,1,2,700,142,1930,Boroondara,-37.8553,145.0711,Southern Metropolitan,10412,2200000
25/02/2017,Glen Iris,4,h,S,Marshall,9.2,3146,4,3,2,603,246,2007,Boroondara,-37.8521,145.0657,Southern Metropolitan,10412,2725000
25/02/2017,Glen Iris,1,u,PI,Noel,9.2,3146,1,1,1,602,,,Stonnington,-37.8597,145.0571,Southern Metropolitan,10412,375000
25/02/2017,Glen Iris,3,h,S,RT,9.2,3146,3,1,3,401,107,1935,Boroondara,-37.8471,145.051,Southern Metropolitan,10412,1500000
25/02/2017,Glenroy,2,h,S,Barry,13,3046,2,1,1,668,88,1955,Moreland,-37.7067,144.9331,Northern Metropolitan,8870,741250
25/02/2017,Glenroy,3,h,SP,Nelson,13,3046,3,1,4,677,,,Moreland,-37.695,144.9271,Northern Metropolitan,8870,500000
25/02/2017,Glenroy,3,h,SP,Stockdale,13,3046,3,1,4,597,100,1960,Moreland,-37.7097,144.9351,Northern Metropolitan,8870,762700
25/02/2017,Glenroy,2,u,S,YPA,13,3046,2,1,1,176,89,2012,Moreland,-37.7081,144.912,Northern Metropolitan,8870,465000
25/02/2017,Hadfield,4,h,S,Barry,12.1,3046,4,2,2,672,,1950,Moreland,-37.7083,144.9495,Northern Metropolitan,2606,815000
25/02/2017,Hadfield,2,h,S,Barry,12.1,3046,2,1,1,613,92,1960,Moreland,-37.7099,144.938,Northern Metropolitan,2606,715888
25/02/2017,Hampton,2,u,SP,Buxton,13.7,3188,2,1,2,282,,,Bayside,-37.9444,145.0231,Southern Metropolitan,5454,800000
25/02/2017,Hampton,2,u,S,Buxton,13.7,3188,2,1,1,0,,,Bayside,-37.9392,145.0186,Southern Metropolitan,5454,691000
25/02/2017,Hampton,2,u,PI,Buxton,13.7,3188,2,2,1,0,70,2007,Bayside,-37.9462,145.0212,Southern Metropolitan,5454,450000
25/02/2017,Hampton,4,h,S,Marshall,13.7,3188,4,3,2,627,303,1997,Bayside,-37.9449,145.0068,Southern Metropolitan,5454,3325000
25/02/2017,Hampton East,2,u,S,Hodges,14.5,3188,2,1,1,215,68,2007,Kingston,-37.933,145.0322,Southern Metropolitan,2356,472000
25/02/2017,Hampton East,3,h,S,McGrath,14.5,3188,3,2,2,732,,,Bayside,-37.9362,145.0339,Southern Metropolitan,2356,1471000
25/02/2017,Hawthorn,3,h,S,Jellis,4.6,3122,3,2,0,249,171,1890,Boroondara,-37.8169,145.021,Southern Metropolitan,11308,2410000
25/02/2017,Hawthorn,2,u,S,Jellis,4.6,3122,2,1,1,82,,,Boroondara,-37.818,145.0268,Southern Metropolitan,11308,690000
25/02/2017,Hawthorn,2,h,S,LITTLE,4.6,3122,2,1,0,243,,,Boroondara,-37.8198,145.0245,Southern Metropolitan,11308,1535000
25/02/2017,Hawthorn,2,u,S,Marshall,4.6,3122,2,1,1,859,71,1960,Boroondara,-37.8183,145.0423,Southern Metropolitan,11308,612500
25/02/2017,Hawthorn East,1,u,S,Jellis,7.5,3123,1,1,1,2276,58,1950,Boroondara,-37.8343,145.0547,Southern Metropolitan,6482,430000
25/02/2017,Heidelberg,2,t,SP,Miles,10.6,3084,2,1,1,110,88,2010,Banyule,-37.7489,145.07,Eastern Metropolitan,2890,690000
25/02/2017,Heidelberg,3,h,S,Miles,10.6,3084,3,1,1,639,115,1965,Banyule,-37.7502,145.0605,Eastern Metropolitan,2890,1375000
25/02/2017,Heidelberg Heights,3,h,S,Barry,10.5,3081,3,1,1,590,,,Banyule,-37.7483,145.0479,Eastern Metropolitan,2947,850000
25/02/2017,Heidelberg Heights,2,h,SP,Barry,10.5,3081,2,1,2,244,,,Banyule,-37.7421,145.0491,Eastern Metropolitan,2947,510000
25/02/2017,Heidelberg Heights,2,h,S,Miles,10.5,3081,2,1,0,837,,,Banyule,-37.7389,145.053,Eastern Metropolitan,2947,1060000
25/02/2017,Heidelberg Heights,3,h,SP,Miles,10.5,3081,3,1,0,613,,1925,Banyule,-37.7532,145.0554,Eastern Metropolitan,2947,1100000
25/02/2017,Heidelberg Heights,3,h,S,Miles,10.5,3081,3,1,1,748,101,1950,Banyule,-37.7416,145.0481,Eastern Metropolitan,2947,915000
25/02/2017,Heidelberg West,2,h,S,Haughton,9.4,3081,2,1,3,609,,,Banyule,-37.7415,145.0391,Eastern Metropolitan,2674,715000
25/02/2017,Heidelberg West,3,h,S,Miles,9.4,3081,3,1,2,593,99,1950,Banyule,-37.7386,145.0387,Eastern Metropolitan,2674,722000
25/02/2017,Ivanhoe,4,h,S,Miles,7.9,3079,4,3,2,608,315,1980,Banyule,-37.7705,145.0396,Eastern Metropolitan,5549,2090000
25/02/2017,Ivanhoe,4,h,S,Miles,7.9,3079,4,2,2,650,,,Banyule,-37.7607,145.0456,Eastern Metropolitan,5549,1758000
25/02/2017,Jacana,3,h,S,Barry,14.5,3047,3,1,3,624,93,1966,Hume,-37.6862,144.913,Northern Metropolitan,851,611000
25/02/2017,Kensington,2,h,S,Nelson,4.2,3031,2,1,1,97,103,2000,Melbourne,-37.7921,144.9234,Northern Metropolitan,5263,868000
25/02/2017,Kensington,3,h,S,Rendina,4.2,3031,3,1,3,459,,,Melbourne,-37.7917,144.9251,Northern Metropolitan,5263,1335000
25/02/2017,Kew,5,h,VB,Jellis,5.6,3101,5,2,2,534,237,1890,Boroondara,-37.8044,145.0386,Southern Metropolitan,10331,2425000
25/02/2017,Kew,4,h,S,Marshall,5.6,3101,4,2,4,690,248,1890,Boroondara,-37.8037,145.0308,Southern Metropolitan,10331,2850000
25/02/2017,Kew,3,u,S,Marshall,5.6,3101,3,2,2,140,121,1980,Boroondara,-37.8063,145.0179,Southern Metropolitan,10331,955000
25/02/2017,Kew,2,u,SP,Nelson,5.6,3101,2,1,1,745,72,1968,Boroondara,-37.8024,145.0346,Southern Metropolitan,10331,610000
25/02/2017,Kew East,3,t,S,Fletchers,7.5,3102,3,2,2,248,167,2012,Boroondara,-37.7923,145.0595,Southern Metropolitan,2671,1620000
25/02/2017,Kingsbury,2,u,S,Barry,12.4,3083,2,1,1,128,,1970,Darebin,-37.715,145.043,Northern Metropolitan,1414,380000
25/02/2017,Maidstone,3,h,S,Sweeney,9.2,3012,3,1,2,333,,1950,Maribyrnong,-37.7889,144.8787,Western Metropolitan,3873,740000
25/02/2017,Maidstone,2,h,S,Sweeney,9.2,3012,2,1,1,329,,1955,Maribyrnong,-37.7887,144.8788,Western Metropolitan,3873,770000
25/02/2017,Malvern,4,h,SP,Jellis,7.4,3144,4,2,1,300,185,1890,Stonnington,-37.8638,145.0298,Southern Metropolitan,4675,1965000
25/02/2017,Malvern,4,h,S,Marshall,7.4,3144,4,3,2,585,248,1915,Stonnington,-37.868,145.038,Southern Metropolitan,4675,3470000
25/02/2017,Malvern,2,u,S,Marshall,7.4,3144,2,1,1,0,91,1967,Stonnington,-37.8597,145.0322,Southern Metropolitan,4675,740000
25/02/2017,Malvern,5,h,S,Marshall,7.4,3144,5,3,2,501,233,2006,Stonnington,-37.8631,145.0353,Southern Metropolitan,4675,2325000
25/02/2017,Malvern,3,h,PI,RT,7.4,3144,3,2,2,347,,,Stonnington,-37.8602,145.0399,Southern Metropolitan,4675,2325000
25/02/2017,Malvern East,4,t,PI,Abercromby's,11.2,3145,4,3,2,427,337,2012,Stonnington,-37.8704,145.0503,Southern Metropolitan,8801,2560000
25/02/2017,Malvern East,2,h,S,Jellis,11.2,3145,2,1,4,1220,,,Stonnington,-37.8846,145.087,Southern Metropolitan,8801,2412000
25/02/2017,Malvern East,3,h,S,Johnston,11.2,3145,3,2,1,310,114,1970,Stonnington,-37.8733,145.0883,Southern Metropolitan,8801,960000
25/02/2017,Maribyrnong,2,u,S,Alexkarbon,8.7,3032,2,1,1,0,68,1970,Maribyrnong,-37.7678,144.8899,Western Metropolitan,4918,420000
25/02/2017,Maribyrnong,5,t,PI,Edward,8.7,3032,5,3,2,98,,,Maribyrnong,-37.7843,144.8939,Western Metropolitan,4918,1000000
25/02/2017,Maribyrnong,4,h,SP,Maddison,8.7,3032,4,3,2,688,166,1960,Maribyrnong,-37.7713,144.8937,Western Metropolitan,4918,1180000
25/02/2017,Maribyrnong,4,h,S,Sweeney,8.7,3032,4,3,2,325,207,2005,Maribyrnong,-37.7822,144.8922,Western Metropolitan,4918,1117000
25/02/2017,Melbourne,3,h,S,Dingle,2.8,3000,3,2,0,95,,,Melbourne,-37.8092,144.967,Northern Metropolitan,17496,1630000
25/02/2017,Middle Park,2,h,S,Marshall,4.1,3206,2,1,0,152,82,1910,Port Phillip,-37.8498,144.9628,Southern Metropolitan,2019,1920000
25/02/2017,Mont Albert,4,h,PI,Jellis,11.8,3127,4,2,6,2187,327,1903,Whitehorse,-37.8186,145.1134,Eastern Metropolitan,2079,3900000
25/02/2017,Moonee Ponds,4,h,S,Frank,6.9,3039,4,2,2,441,164,1910,Moonee Valley,-37.7627,144.9278,Western Metropolitan,6232,1505000
25/02/2017,Murrumbeena,2,h,S,Gary,12.1,3163,2,1,2,0,,1991,Glen Eira,-37.8929,145.0765,Southern Metropolitan,4442,692000
25/02/2017,Murrumbeena,4,h,VB,hockingstuart,12.1,3163,4,2,2,557,178,1955,Glen Eira,-37.906,145.074,Southern Metropolitan,4442,1400000
25/02/2017,Newport,3,h,S,Raine,8.4,3015,3,1,3,506,,,Hobsons Bay,-37.841,144.8878,Western Metropolitan,5498,1199000
25/02/2017,Newport,2,h,SP,Williams,8.4,3015,2,1,0,168,90,1900,Hobsons Bay,-37.8475,144.8897,Western Metropolitan,5498,890000
25/02/2017,Newport,3,h,SP,Williams,8.4,3015,3,2,1,293,,,Hobsons Bay,-37.8446,144.8859,Western Metropolitan,5498,1100000
25/02/2017,Newport,5,h,S,Williams,8.4,3015,5,2,4,1017,,,Hobsons Bay,-37.8366,144.8769,Western Metropolitan,5498,2015000
25/02/2017,Niddrie,3,h,S,Barry,11.2,3042,3,1,1,650,,,Moonee Valley,-37.7352,144.8845,Western Metropolitan,2291,1020000
25/02/2017,North Melbourne,2,u,S,Jellis,2.3,3051,2,1,1,2300,68,1975,Melbourne,-37.7997,144.9472,Northern Metropolitan,6821,560000
25/02/2017,Northcote,2,u,S,Harcourts,5.5,3070,2,1,1,0,,2012,Darebin,-37.7765,144.9984,Northern Metropolitan,11364,692000
25/02/2017,Northcote,3,t,S,Harrington,5.5,3070,3,2,2,195,,,Darebin,-37.7678,144.9853,Northern Metropolitan,11364,980000
25/02/2017,Oakleigh,3,h,S,Ray,14,3166,3,1,2,543,139,1940,Monash,-37.9023,145.105,Southern Metropolitan,3224,1025000
25/02/2017,Oakleigh South,4,h,S,Buxton,14.7,3167,4,2,4,993,,1960,Monash,-37.9239,145.0943,South-Eastern Metropolitan,3692,1310000
25/02/2017,Oakleigh South,3,h,S,Ray,14.7,3167,3,2,2,0,,,Monash,-37.918,145.1064,South-Eastern Metropolitan,3692,800000
25/02/2017,Oakleigh South,3,h,S,Woodards,14.7,3167,3,1,2,648,122,1940,Monash,-37.9196,145.0876,South-Eastern Metropolitan,3692,1067000
25/02/2017,Ormond,2,h,S,C21,11.8,3204,2,1,1,533,,,Glen Eira,-37.9048,145.0418,Southern Metropolitan,3578,981000
25/02/2017,Ormond,2,u,PI,Purplebricks,11.8,3204,2,1,1,0,69,1970,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578,430000
25/02/2017,Ormond,3,h,S,Woodards,11.8,3204,3,2,2,0,163,1980,Glen Eira,-37.9071,145.0439,Southern Metropolitan,3578,1470000
25/02/2017,Parkville,1,u,SP,Nelson,2.6,3052,1,1,1,2488,50,1995,Melbourne,-37.7829,144.9574,Northern Metropolitan,2309,526000
25/02/2017,Pascoe Vale,3,h,S,hockingstuart,9.9,3044,3,1,2,641,111,1950,Moreland,-37.7253,144.938,Northern Metropolitan,7485,960000
25/02/2017,Pascoe Vale,4,h,VB,hockingstuart,9.9,3044,4,1,1,420,,,Moreland,-37.7326,144.9475,Northern Metropolitan,7485,820000
25/02/2017,Pascoe Vale,3,h,S,hockingstuart,9.9,3044,3,1,1,596,145,1949,Moreland,-37.721,144.9514,Northern Metropolitan,7485,670000
25/02/2017,Pascoe Vale,4,h,SP,Ray,9.9,3044,4,2,2,511,182,2007,Moreland,-37.7268,144.9401,Northern Metropolitan,7485,985000
25/02/2017,Port Melbourne,3,h,S,Chisholm,3.8,3207,3,1,1,220,,,Port Phillip,-37.8329,144.942,Southern Metropolitan,8648,1655000
25/02/2017,Port Melbourne,2,h,S,Marshall,3.8,3207,2,1,1,168,102,1934,Port Phillip,-37.8346,144.9453,Southern Metropolitan,8648,1400000
25/02/2017,Port Melbourne,3,h,PI,Marshall,3.8,3207,3,2,1,0,160,2016,Port Phillip,-37.8363,144.9336,Southern Metropolitan,8648,1520000
25/02/2017,Port Melbourne,1,u,S,Marshall,3.8,3207,1,1,1,6866,63,2010,Port Phillip,-37.8443,144.9437,Southern Metropolitan,8648,600000
25/02/2017,Prahran,3,h,S,Marshall,4.5,3181,3,2,2,183,200,1999,Stonnington,-37.8562,145.0042,Southern Metropolitan,7717,1720000
25/02/2017,Prahran,3,h,S,Marshall,4.5,3181,3,2,1,8216,130,1995,Stonnington,-37.85,144.9876,Southern Metropolitan,7717,1050000
25/02/2017,Prahran,2,h,S,Marshall,4.5,3181,2,1,0,214,122,1915,Stonnington,-37.8572,145.0066,Southern Metropolitan,7717,1582000
25/02/2017,Preston,3,h,S,Barry,8.8,3072,3,1,2,399,121,1940,Darebin,-37.7366,145.0063,Northern Metropolitan,14577,1040000
25/02/2017,Preston,2,h,S,Barry,8.8,3072,2,1,2,178,,2012,Darebin,-37.7331,145.0341,Northern Metropolitan,14577,520000
25/02/2017,Preston,2,h,SP,hockingstuart,8.8,3072,2,1,1,529,528,,Darebin,-37.7427,144.9868,Northern Metropolitan,14577,900000
25/02/2017,Preston,2,u,SP,Jellis,8.8,3072,2,2,1,1485,69,2010,Darebin,-37.7476,145.0026,Northern Metropolitan,14577,425000
25/02/2017,Preston,2,u,S,Love,8.8,3072,2,1,1,187,60,2005,Darebin,-37.7351,145.0323,Northern Metropolitan,14577,515000
25/02/2017,Reservoir,3,h,S,Barry,11.2,3073,3,2,3,486,,,Darebin,-37.7164,145.0048,Northern Metropolitan,21650,810000
25/02/2017,Reservoir,2,h,S,Barry,11.2,3073,2,1,1,585,97,1950,Darebin,-37.719,144.9972,Northern Metropolitan,21650,790000
25/02/2017,Reservoir,3,h,S,Barry,11.2,3073,3,1,1,696,,,Darebin,-37.7218,145.015,Northern Metropolitan,21650,928000
25/02/2017,Reservoir,2,h,S,Harcourts,11.2,3073,2,1,1,425,,1960,Darebin,-37.7047,145.0252,Northern Metropolitan,21650,500250
25/02/2017,Reservoir,2,u,S,Love,11.2,3073,2,1,1,111,,,Darebin,-37.7128,145.0075,Northern Metropolitan,21650,465000
25/02/2017,Reservoir,3,h,S,Love,11.2,3073,3,1,2,460,102,1965,Darebin,-37.6917,144.9755,Northern Metropolitan,21650,601000
25/02/2017,Reservoir,2,h,S,Love,11.2,3073,2,1,2,631,,,Darebin,-37.7211,145.0195,Northern Metropolitan,21650,968000
25/02/2017,Reservoir,1,h,SP,Purplebricks,11.2,3073,1,1,1,94,50,2014,Darebin,-37.7186,145.011,Northern Metropolitan,21650,395000
25/02/2017,Reservoir,2,h,S,Ray,11.2,3073,2,1,1,0,,,Darebin,-37.7106,145.0138,Northern Metropolitan,21650,772000
25/02/2017,Richmond,3,h,S,Abercromby's,2.6,3121,3,2,1,189,164,1900,Yarra,-37.82,144.9987,Northern Metropolitan,14949,1555000
25/02/2017,Richmond,3,h,S,hockingstuart,2.6,3121,3,1,1,0,,,Yarra,-37.8214,145.0119,Northern Metropolitan,14949,1540000
25/02/2017,Richmond,2,t,SP,Jellis,2.6,3121,2,2,1,170,89,1940,Yarra,-37.8229,144.9931,Northern Metropolitan,14949,1200000
25/02/2017,Richmond,3,t,S,Jellis,2.6,3121,3,3,2,119,184,2005,Yarra,-37.8278,144.9984,Northern Metropolitan,14949,1582000
25/02/2017,Richmond,3,h,S,Marshall,2.6,3121,3,2,1,99,102,,Yarra,-37.8249,144.9976,Northern Metropolitan,14949,1361000
25/02/2017,Rosanna,3,h,S,Barry,11.4,3084,3,1,1,826,,,Banyule,-37.7352,145.0714,Eastern Metropolitan,3540,1000000
